id,carat,cut,color,clarity,depth,table,x,y,z,price
19663,0.34,Ideal,D,VS2,60.8,57.0,4.52,4.56,2.76,730
19664,2.01,Premium,F,SI1,59.5,58.0,8.21,8.18,4.88,14502
19665,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1814
19666,0.52,Ideal,D,VS2,61.8,57.0,5.2,5.16,3.2,1919
19667,0.32,Premium,H,VS1,60.2,58.0,4.47,4.43,2.68,720
19668,0.8,Premium,F,SI2,61.7,58.0,5.98,5.94,3.68,2762
19669,0.33,Premium,D,SI2,59.5,59.0,4.48,4.5,2.67,492
19670,1.12,Premium,H,I1,59.1,61.0,6.78,6.75,4.0,2854
19671,0.38,Ideal,H,VS1,61.1,55.0,4.68,4.72,2.87,721
19672,0.9,Very Good,H,SI2,59.2,61.0,6.23,6.27,3.7,3160
19673,1.02,Very Good,F,VS2,61.8,57.0,6.4,6.44,3.97,6047
19674,0.53,Ideal,H,VS2,61.9,55.2,5.21,5.24,3.24,1435
19675,0.43,Premium,G,VVS1,62.2,58.0,4.83,4.78,2.99,1264
19676,0.31,Very Good,E,VVS1,59.9,62.0,4.4,4.41,2.64,763
19677,0.36,Ideal,G,VVS1,60.9,55.0,4.64,4.68,2.84,1056
19678,1.01,Very Good,J,SI1,58.9,59.0,6.56,6.62,3.88,3952
19679,0.42,Ideal,F,SI1,60.8,54.0,4.83,4.94,2.97,843
19680,0.72,Ideal,H,VVS1,62.2,56.0,5.72,5.75,3.57,2946
19681,0.24,Ideal,G,IF,61.7,56.0,3.99,4.01,2.47,559
19682,0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94,908
19683,0.9,Premium,F,SI2,61.3,59.0,6.16,6.11,3.76,3556
19684,0.52,Premium,D,VS2,62.8,58.0,5.14,5.11,3.22,1842
19685,0.34,Good,H,VS2,63.3,56.0,4.39,4.45,2.8,537
19686,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,17751
19687,0.42,Ideal,G,IF,62.4,57.0,4.79,4.82,3.0,1394
19688,0.39,Ideal,D,VS1,60.3,56.0,4.77,4.71,2.86,1170
19689,1.53,Ideal,I,SI2,62.4,58.0,7.31,7.37,4.58,7678
19690,0.35,Very Good,H,VS2,61.8,56.0,4.54,4.58,2.82,552
19691,0.44,Good,F,SI2,56.6,63.0,5.11,5.06,2.88,974
19692,1.01,Very Good,F,VVS2,62.5,63.0,6.41,6.38,4.0,7715
19693,0.34,Premium,H,VS1,60.8,59.0,4.53,4.48,2.74,765
19694,0.35,Very Good,I,VS2,62.6,54.0,4.5,4.53,2.82,527
19695,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,673
19696,0.42,Ideal,D,VS2,62.4,55.0,4.8,4.82,3.0,1031
19697,1.01,Premium,G,SI2,62.4,59.0,6.39,6.34,3.97,4327
19698,0.4,Ideal,E,SI2,61.3,56.0,4.75,4.78,2.92,629
19699,0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,1629
19700,0.27,Ideal,E,VVS2,61.9,56.0,4.16,4.19,2.58,760
19701,0.73,Ideal,D,SI1,61.4,56.0,5.78,5.82,3.56,2995
19702,0.77,Premium,G,SI2,61.3,58.0,5.94,5.88,3.62,2129
19703,0.33,Ideal,H,VVS2,61.9,57.0,4.44,4.41,2.74,854
19704,1.0,Good,D,SI2,57.8,58.0,6.61,6.55,3.8,4295
19705,0.55,Ideal,H,IF,62.3,54.0,5.25,5.28,3.28,1905
19706,0.31,Ideal,D,VS1,62.1,57.0,4.35,4.32,2.69,877
19707,0.3,Ideal,G,VVS1,61.4,56.0,4.34,4.32,2.66,945
19708,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,672
19709,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,3478
19710,1.25,Ideal,G,SI2,61.5,56.0,7.0,6.92,4.28,6300
19711,1.01,Premium,I,SI1,58.6,62.0,6.51,6.45,3.8,4072
19712,0.53,Ideal,J,SI2,62.3,58.0,5.13,5.17,3.21,1002
19713,1.35,Premium,G,VS2,62.7,56.0,7.08,7.05,4.43,9253
19714,1.51,Premium,D,SI1,61.1,60.0,7.37,7.32,4.49,12261
19715,2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512
19716,0.75,Ideal,F,VS2,62.3,57.0,5.81,5.87,3.64,2933
19717,1.07,Premium,H,SI2,61.2,60.0,6.57,6.53,4.01,4494
19718,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5700
19719,0.42,Ideal,G,VVS2,60.7,55.0,4.86,4.89,2.96,1031
19720,0.4,Good,E,SI1,64.2,56.0,4.69,4.66,3.0,882
19721,0.37,Ideal,E,VS2,62.3,56.0,4.56,4.59,2.85,811
19722,1.0,Fair,G,SI1,65.2,62.0,6.19,6.08,4.01,3965
19723,0.36,Ideal,J,VS2,61.5,55.0,4.6,4.63,2.84,459
19724,0.75,Good,F,I1,64.0,59.0,5.78,5.62,3.66,1013
19725,1.5,Good,J,SI1,64.5,56.0,7.09,7.18,4.6,6523
19726,1.64,Very Good,J,SI2,63.0,58.0,7.42,7.51,4.71,7579
19727,0.72,Very Good,J,VS1,62.2,59.9,5.67,5.69,3.53,1914
19728,0.7,Good,G,SI1,64.0,55.0,5.62,5.59,3.59,2016
19729,0.35,Ideal,D,SI1,61.6,57.0,4.55,4.54,2.8,827
19730,0.7,Fair,H,SI1,64.8,57.0,5.49,5.59,3.59,1808
19731,1.0,Premium,F,SI1,60.7,60.0,6.36,6.4,3.87,5197
19732,0.57,Premium,G,SI1,62.6,56.0,5.29,5.26,3.3,1915
19733,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1813
19734,1.05,Premium,J,VS1,60.0,60.0,6.46,6.43,4.0,4116
19735,0.3,Fair,E,VVS2,51.0,67.0,4.67,4.62,2.37,945
19736,1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,10658
19737,0.41,Ideal,F,VS1,60.8,56.0,4.79,4.76,2.92,1076
19738,0.32,Ideal,I,VVS2,61.5,56.0,4.4,4.42,2.71,561
19739,2.44,Very Good,J,VS2,58.1,60.0,8.89,8.93,5.18,18430
19740,0.6,Premium,E,VS2,62.7,58.0,5.34,5.37,3.36,1819
19741,1.09,Ideal,H,SI1,62.3,57.0,6.58,6.54,4.09,5149
19742,0.32,Ideal,E,VS2,61.8,54.0,4.4,4.43,2.73,599
19743,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,911
19744,1.24,Very Good,J,VS1,62.4,59.4,6.81,6.89,4.27,5783
19745,0.33,Ideal,D,SI1,62.4,54.0,4.41,4.44,2.76,608
19746,0.32,Very Good,H,SI2,60.4,59.0,4.39,4.42,2.66,393
19747,0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94,975
19748,0.52,Good,E,SI2,63.7,56.0,5.15,5.12,3.27,1229
19749,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,1056
19750,1.0,Very Good,D,SI1,63.2,60.0,6.31,6.35,4.0,5851
19751,0.85,Premium,F,VVS2,61.2,60.0,6.1,6.13,3.74,4530
19752,0.9,Good,J,VS2,64.0,61.0,6.04,6.03,3.86,2822
19753,0.56,Ideal,G,VS1,61.8,55.0,5.28,5.37,3.29,1712
19754,0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,716
19755,0.7,Ideal,D,VS2,62.8,57.0,5.69,5.75,3.59,2998
19756,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6,851
19757,0.51,Ideal,H,SI1,61.6,55.0,5.14,5.18,3.18,1222
19758,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97,4206
19759,1.51,Very Good,F,VS2,63.2,56.0,7.22,7.28,4.58,13080
19760,1.01,Premium,G,VS2,61.6,58.0,6.45,6.4,3.96,6027
19761,1.7,Ideal,H,VS2,62.3,57.0,7.68,7.65,4.78,11605
19762,0.37,Ideal,G,IF,62.1,54.0,4.6,4.64,2.87,1056
19763,1.07,Ideal,H,SI1,62.0,57.0,6.56,6.51,4.05,4918
19764,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,18252
19765,1.0,Good,F,SI2,63.6,62.0,6.25,6.2,3.96,3265
19766,0.92,Ideal,D,SI2,61.9,56.0,6.27,6.2,3.86,2840
19767,0.3,Ideal,G,VS2,62.2,54.0,4.29,4.33,2.68,495
19768,0.41,Premium,E,SI2,61.9,55.0,4.8,4.77,2.96,876
19769,1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
19770,0.74,Premium,I,VS1,62.9,57.0,5.79,5.76,3.63,2193
19771,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,10800
19772,0.33,Ideal,J,VS1,62.1,55.0,4.44,4.41,2.75,557
19773,0.32,Premium,G,VS1,59.2,59.0,4.45,4.47,2.64,645
19774,1.0,Good,G,SI1,63.9,60.0,6.22,6.27,3.99,4737
19775,2.06,Very Good,G,SI2,59.0,58.0,8.3,8.38,4.92,15938
19776,0.35,Ideal,F,SI2,62.8,55.0,4.53,4.48,2.83,591
19777,0.31,Ideal,D,SI1,61.3,55.0,4.36,4.41,2.69,565
19778,0.7,Good,J,VVS2,64.3,56.0,5.57,5.63,3.6,1922
19779,0.38,Very Good,F,SI1,61.5,54.0,4.69,4.71,2.89,660
19780,0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59,2803
19781,0.35,Premium,D,VS2,60.4,58.0,4.58,4.53,2.75,1063
19782,0.52,Ideal,G,VVS2,61.6,56.0,5.15,5.18,3.18,1784
19783,0.57,Ideal,F,VS2,62.3,55.0,5.36,5.3,3.32,1760
19784,1.03,Ideal,J,SI2,60.6,56.0,6.58,6.57,3.99,4347
19785,0.76,Ideal,E,SI1,62.5,57.0,5.8,5.82,3.63,3033
19786,0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73,645
19787,1.5,Good,E,VS2,63.9,58.0,7.21,7.19,4.6,13846
19788,0.51,Very Good,E,SI1,61.4,58.0,5.09,5.14,3.14,1284
19789,0.31,Premium,F,VS2,62.4,58.0,4.34,4.31,2.7,802
19790,0.7,Premium,J,VVS2,61.9,58.0,5.67,5.73,3.53,1843
19791,1.59,Ideal,J,SI1,61.3,57.0,7.43,7.52,4.58,7943
19792,0.7,Premium,G,IF,62.2,58.0,5.63,5.69,3.52,3591
19793,0.51,Ideal,E,SI1,62.7,55.0,5.07,5.1,3.19,1438
19794,0.38,Ideal,G,SI1,62.4,57.0,4.62,4.65,2.89,666
19795,1.01,Good,D,SI2,63.5,61.0,6.33,6.37,4.03,4457
19796,0.41,Very Good,H,VVS1,61.7,58.0,4.74,4.79,2.94,991
19797,0.32,Premium,J,VS1,61.7,58.0,4.38,4.4,2.71,421
19798,0.7,Very Good,F,SI1,61.3,58.0,5.7,5.72,3.5,2312
19799,0.8,Very Good,E,SI1,63.1,56.0,5.93,5.83,3.71,3050
19800,0.9,Premium,D,SI2,61.2,62.0,6.22,6.07,3.76,4133
19801,0.75,Very Good,F,SI2,60.5,57.0,5.88,5.95,3.58,2274
19802,0.82,Ideal,F,SI1,61.3,55.0,6.06,6.08,3.72,3439
19803,0.72,Premium,J,I1,62.9,59.0,5.8,5.63,3.58,945
19804,1.03,Premium,F,VS1,61.7,56.0,6.49,6.47,4.0,6783
19805,0.6,Ideal,H,SI1,61.4,55.0,5.46,5.49,3.36,1766
19806,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5851
19807,1.0,Ideal,E,SI2,61.9,56.0,6.43,6.4,3.97,4760
19808,2.09,Premium,J,SI2,60.0,60.0,8.37,8.32,5.01,13212
19809,0.55,Ideal,I,VVS1,62.7,57.0,5.17,5.23,3.26,1593
19810,1.6,Premium,H,VS2,62.6,58.0,7.5,7.45,4.68,11508
19811,0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863
19812,1.49,Premium,H,SI1,61.9,57.0,7.35,7.31,4.54,10096
19813,0.45,Ideal,E,VVS2,61.6,56.0,4.96,4.98,3.06,1817
19814,0.45,Premium,J,SI2,60.9,57.0,4.95,4.9,3.05,720
19815,0.5,Ideal,I,SI1,61.9,58.0,5.06,5.09,3.14,982
19816,0.42,Ideal,D,VS2,61.8,56.0,4.8,4.84,2.98,1031
19817,1.09,Very Good,D,IF,61.7,58.0,6.55,6.65,4.07,18231
19818,0.31,Premium,E,SI2,60.8,61.0,4.43,4.39,2.68,558
19819,0.75,Very Good,E,SI1,63.1,56.0,5.78,5.7,3.62,2868
19820,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181
19821,0.71,Ideal,I,VS1,61.6,54.7,5.71,5.85,3.54,2397
19822,0.4,Very Good,G,VVS2,59.2,63.0,4.88,4.81,2.87,945
19823,0.53,Ideal,F,VVS2,60.8,56.0,5.22,5.24,3.18,2160
19824,1.2,Very Good,E,VS2,60.6,56.0,6.85,6.87,4.16,9529
19825,1.01,Very Good,H,VS2,62.1,57.0,6.39,6.45,3.99,5028
19826,0.71,Very Good,F,SI2,59.0,58.0,5.84,5.89,3.46,2098
19827,0.35,Ideal,F,IF,60.9,56.0,4.54,4.56,2.77,1035
19828,0.33,Premium,G,VS2,60.8,58.0,4.45,4.47,2.71,579
19829,0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87,3033
19830,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
19831,0.69,Good,E,VS2,58.7,64.0,5.73,5.79,3.38,2057
19832,0.34,Ideal,H,VS2,62.6,54.0,4.45,4.5,2.8,537
19833,0.78,Ideal,G,VS2,62.6,57.0,5.87,5.91,3.69,3325
19834,0.7,Premium,F,SI1,62.8,59.0,5.66,5.59,3.53,2348
19835,0.3,Very Good,D,SI2,62.2,59.0,4.25,4.3,2.66,447
19836,0.9,Ideal,G,SI1,62.5,55.0,6.17,6.21,3.87,4260
19837,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,723
19838,0.74,Premium,F,VS1,61.7,57.0,5.85,5.79,3.59,3170
19839,0.37,Good,F,VS2,63.3,56.0,4.56,4.63,2.91,746
19840,0.3,Premium,G,VVS1,61.8,59.0,4.28,4.33,2.66,789
19841,0.76,Premium,F,SI2,62.7,55.0,5.83,5.74,3.63,2491
19842,0.67,Very Good,D,SI1,60.2,60.0,5.61,5.68,3.4,2007
19843,1.64,Premium,E,SI1,59.5,58.0,7.64,7.72,4.57,14107
19844,1.51,Premium,H,VS2,62.3,59.0,7.28,7.32,4.55,11435
19845,1.5,Good,G,SI2,63.6,58.0,7.19,7.09,4.54,6552
19846,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,830
19847,0.31,Ideal,E,VS1,61.6,55.0,4.39,4.41,2.71,722
19848,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,5102
19849,0.31,Premium,D,VS2,61.7,58.0,4.32,4.37,2.68,636
19850,0.9,Very Good,I,VS1,63.3,59.0,6.1,6.06,3.85,3580
19851,0.3,Ideal,G,VVS1,61.6,58.0,4.31,4.32,2.66,764
19852,0.83,Very Good,I,VS1,61.1,60.0,6.07,6.1,3.72,2788
19853,0.71,Premium,I,VS2,60.0,58.0,5.79,5.85,3.49,1952
19854,1.0,Premium,D,SI2,58.3,61.0,6.59,6.54,3.83,4626
19855,0.96,Good,J,VS2,63.9,58.0,6.27,6.21,3.99,3312
19856,1.26,Ideal,E,VVS2,61.1,57.0,7.0,6.98,4.27,14300
19857,0.4,Ideal,H,IF,61.9,56.0,4.72,4.75,2.93,1153
19858,1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,4444
19859,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9263
19860,2.2,Premium,J,SI2,60.9,60.0,8.42,8.34,5.1,13065
19861,0.7,Good,D,VS2,63.2,60.0,5.56,5.61,3.53,3087
19862,0.4,Ideal,G,VVS2,61.1,57.0,4.72,4.78,2.9,915
19863,0.53,Ideal,H,VS2,62.5,54.0,5.17,5.2,3.24,1353
19864,0.73,Good,I,SI2,63.7,57.0,5.76,5.67,3.63,1610
19865,1.09,Ideal,H,SI1,62.2,56.0,6.56,6.59,4.09,4784
19866,1.54,Very Good,H,SI2,62.3,56.0,7.33,7.38,4.58,8301
19867,0.3,Very Good,E,VS1,63.8,59.0,4.21,4.22,2.69,640
19868,0.32,Ideal,D,VS2,61.1,56.0,4.39,4.41,2.69,758
19869,0.93,Very Good,F,VS2,62.7,58.0,6.21,6.27,3.91,4925
19870,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,612
19871,1.34,Ideal,H,VS2,61.9,55.0,7.05,7.08,4.37,8771
19872,0.3,Ideal,G,IF,61.9,55.0,4.33,4.36,2.69,863
19873,1.0,Premium,H,SI1,62.2,60.0,6.45,6.34,3.98,4469
19874,0.41,Ideal,E,VVS1,60.9,55.0,4.83,4.8,2.93,1431
19875,0.79,Premium,E,VS1,62.6,56.0,5.92,5.87,3.69,3583
19876,0.96,Very Good,F,SI1,62.1,62.0,6.24,6.32,3.9,4755
19877,0.35,Premium,H,VS1,61.7,59.0,4.53,4.51,2.79,788
19878,0.4,Good,I,SI1,63.9,57.0,4.7,4.66,2.99,765
19879,1.0,Good,G,SI2,58.1,65.0,6.48,6.46,3.76,3541
19880,0.75,Premium,E,SI2,61.9,55.0,5.89,5.84,3.63,2214
19881,0.4,Ideal,G,IF,61.4,55.0,4.76,4.79,2.93,1333
19882,0.53,Ideal,E,SI1,60.9,57.0,5.21,5.24,3.18,1769
19883,0.53,Ideal,I,SI2,61.8,55.0,5.22,5.26,3.24,844
19884,0.41,Ideal,J,VS2,61.8,55.0,4.78,4.81,2.96,637
19885,0.52,Premium,E,SI1,59.8,61.0,5.2,5.17,3.1,1577
19886,0.9,Very Good,I,VS2,58.7,60.0,6.28,6.35,3.71,3709
19887,0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,799
19888,0.63,Good,I,VS2,56.1,65.0,5.73,5.78,3.23,1440
19889,0.63,Premium,E,VS1,61.8,60.0,5.51,5.49,3.4,2064
19890,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,919
19891,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7755
19892,0.9,Premium,G,SI1,62.6,62.0,6.08,6.06,3.8,3669
19893,1.01,Premium,E,SI2,59.5,60.0,6.59,6.53,3.9,3801
19894,0.31,Ideal,E,VVS1,62.4,56.0,4.35,4.37,2.72,801
19895,0.4,Very Good,G,VS1,60.4,57.0,4.76,4.77,2.88,760
19896,2.07,Good,I,SI1,63.6,58.0,8.09,7.99,5.11,13993
19897,0.34,Very Good,F,VS1,61.1,57.0,4.51,4.54,2.76,739
19898,0.41,Ideal,E,SI1,62.6,57.0,4.73,4.72,2.96,969
19899,0.72,Premium,F,VS2,60.8,58.0,5.78,5.74,3.5,2530
19900,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
19901,1.41,Premium,E,VS2,62.7,56.0,7.18,7.1,4.48,11644
19902,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,836
19903,0.32,Ideal,D,VVS2,62.2,56.0,4.41,4.37,2.73,1014
19904,1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84,6407
19905,0.32,Premium,H,VVS2,61.0,58.0,4.44,4.41,2.7,828
19906,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1605
19907,0.71,Ideal,D,VS1,62.1,57.0,5.7,5.73,3.55,3801
19908,0.4,Ideal,F,VS1,61.3,56.0,4.73,4.76,2.91,982
19909,0.5,Very Good,F,VS1,61.4,58.0,5.05,5.14,3.13,1849
19910,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29,1608
19911,0.33,Ideal,F,VS1,62.1,55.0,4.43,4.46,2.76,738
19912,1.0,Ideal,D,SI1,60.5,57.0,6.48,6.52,3.93,5775
19913,0.91,Ideal,E,SI2,60.8,56.0,6.25,6.29,3.81,3968
19914,0.43,Ideal,H,VS2,60.7,55.0,4.96,4.89,2.99,857
19915,1.19,Very Good,G,SI1,62.8,57.0,6.71,6.77,4.23,6127
19916,0.7,Very Good,F,SI2,59.9,59.0,5.75,5.81,3.46,1940
19917,1.02,Ideal,F,SI2,61.8,57.0,6.49,6.43,3.99,4832
19918,1.01,Ideal,E,SI1,60.8,56.0,6.53,6.47,3.95,6346
19919,0.32,Ideal,F,VS2,61.9,56.0,4.39,4.37,2.71,828
19920,0.52,Very Good,F,SI1,61.0,59.0,5.18,5.21,3.17,1326
19921,0.52,Good,E,VS2,63.4,57.0,5.12,5.16,3.26,1576
19922,2.09,Ideal,G,VS2,61.8,57.0,8.24,8.17,5.07,17051
19923,0.32,Premium,G,VVS2,60.2,60.0,4.42,4.45,2.67,730
19924,0.33,Good,E,SI1,63.8,55.0,4.36,4.38,2.79,579
19925,0.77,Good,J,SI1,63.3,57.0,5.79,5.84,3.68,1909
19926,0.5,Very Good,I,SI1,63.4,62.0,5.0,4.95,3.15,1073
19927,0.54,Good,F,VS2,60.6,61.0,5.22,5.3,3.19,1563
19928,0.3,Premium,G,VVS2,60.8,58.0,4.34,4.38,2.65,684
19929,0.9,Fair,D,SI1,66.1,55.0,5.98,5.92,3.93,3945
19930,1.01,Good,F,VVS1,63.2,56.0,6.33,6.39,4.02,9012
19931,1.03,Very Good,D,VS2,63.3,57.0,6.39,6.44,4.06,7102
19932,0.36,Ideal,D,SI1,60.6,56.0,4.63,4.58,2.79,794
19933,0.3,Ideal,H,SI1,61.9,54.0,4.33,4.36,2.69,389
19934,0.93,Premium,J,VS1,60.3,58.0,6.37,6.31,3.82,3062
19935,0.41,Ideal,D,VS1,61.6,55.0,4.79,4.82,2.96,921
19936,1.57,Ideal,H,SI2,60.7,57.0,7.49,7.54,4.56,9298
19937,1.5,Premium,D,SI1,62.4,58.0,7.31,7.27,4.55,12179
19938,0.27,Very Good,F,IF,59.4,61.0,4.23,4.26,2.52,567
19939,0.41,Ideal,F,VVS2,62.5,56.0,4.75,4.72,2.96,1192
19940,0.7,Premium,D,VS1,62.5,59.0,5.69,5.64,3.54,3365
19941,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,15238
19942,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
19943,0.69,Very Good,F,SI1,62.6,59.6,5.59,5.66,3.52,1951
19944,0.41,Very Good,F,VS1,63.0,57.0,4.66,4.7,2.95,931
19945,1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01,4965
19946,0.59,Premium,H,VVS1,62.0,58.0,5.38,5.36,3.33,1982
19947,0.97,Premium,D,SI1,62.0,60.0,6.25,6.29,3.89,4721
19948,0.59,Ideal,G,VVS2,62.6,57.0,5.33,5.37,3.35,2125
19949,0.56,Premium,E,SI2,62.6,59.0,5.24,5.2,3.27,1297
19950,0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,852
19951,0.33,Ideal,G,IF,61.6,53.0,4.43,4.47,2.74,984
19952,0.62,Ideal,F,SI2,61.3,55.0,5.55,5.47,3.38,1441
19953,0.32,Premium,H,VS2,60.6,58.0,4.47,4.44,2.7,648
19954,0.23,Premium,E,VVS1,58.6,61.0,4.04,4.02,2.36,680
19955,1.03,Premium,F,I1,62.3,59.0,6.42,6.46,4.01,3444
19956,0.54,Ideal,G,IF,61.6,57.0,5.22,5.27,3.23,2361
19957,0.91,Ideal,G,SI2,62.2,57.0,6.18,6.24,3.86,3425
19958,0.61,Ideal,E,VS1,61.3,54.0,5.53,5.5,3.38,3004
19959,0.41,Ideal,F,IF,61.6,56.0,4.79,4.82,2.96,1439
19960,1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,6957
19961,0.3,Fair,G,VVS1,58.6,66.0,4.36,4.41,2.57,790
19962,0.29,Very Good,E,VVS2,61.4,58.0,4.25,4.31,2.63,633
19963,0.71,Very Good,G,SI2,62.4,59.0,5.68,5.7,3.55,2171
19964,0.4,Very Good,I,VS2,61.9,55.0,4.73,4.77,2.94,1031
19965,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5033
19966,1.02,Premium,D,VS2,62.5,58.0,6.4,6.37,3.99,7643
19967,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7803
19968,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,2633
19969,0.91,Very Good,F,SI1,62.7,56.0,6.11,6.17,3.85,3963
19970,1.51,Very Good,F,SI2,63.4,58.0,7.29,7.22,4.6,8050
19971,2.0,Very Good,F,SI1,63.6,58.0,7.91,7.98,5.05,16580
19972,0.31,Fair,E,VS2,55.9,62.0,4.6,4.56,2.56,581
19973,0.41,Ideal,D,SI2,62.3,57.0,4.75,4.78,2.97,683
19974,0.33,Very Good,F,VVS2,62.5,59.0,4.4,4.47,2.77,810
19975,0.4,Premium,F,VVS1,60.2,59.0,4.76,4.74,2.86,1323
19976,0.33,Very Good,G,VVS2,63.0,57.0,4.38,4.42,2.77,752
19977,1.27,Premium,I,VS1,62.2,59.0,6.87,6.92,4.29,6415
19978,1.01,Fair,J,VVS2,66.0,56.0,6.29,6.22,4.13,2998
19979,0.53,Ideal,D,VS2,61.7,55.0,5.2,5.24,3.22,1722
19980,0.73,Ideal,G,VVS2,62.4,57.0,5.71,5.79,3.59,3777
19981,0.41,Ideal,H,VS2,60.7,55.0,4.83,4.86,2.94,1163
19982,0.9,Very Good,F,SI2,63.4,59.0,6.07,6.11,3.86,3605
19983,0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2896
19984,1.05,Premium,G,SI1,59.1,57.0,6.73,6.63,3.95,4510
19985,1.02,Ideal,I,SI1,61.3,56.0,6.52,6.47,3.98,4455
19986,1.0,Very Good,D,SI2,63.2,57.0,6.24,6.32,3.97,4628
19987,0.3,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66,844
19988,2.06,Ideal,I,SI2,61.4,57.0,8.22,8.18,5.03,10728
19989,1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,3669
19990,0.3,Ideal,H,SI1,62.4,53.7,4.29,4.31,2.68,442
19991,1.08,Ideal,G,VS1,61.8,58.0,6.56,6.58,4.06,7635
19992,0.55,Premium,E,VS2,60.1,59.0,5.36,5.29,3.2,1735
19993,0.75,Premium,F,SI1,61.7,58.0,5.85,5.88,3.62,2573
19994,0.55,Good,H,SI1,63.6,55.0,5.18,5.23,3.31,1175
19995,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393
19996,0.55,Ideal,J,SI1,61.2,55.0,5.29,5.3,3.24,982
19997,0.71,Premium,F,SI1,59.8,61.0,5.81,5.79,3.47,2633
19998,1.1,Premium,F,VS2,61.1,57.0,6.71,6.65,4.08,7115
19999,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54,3119
20000,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,6766
20001,0.72,Premium,H,SI1,61.5,59.0,5.71,5.67,3.5,2376
20002,0.51,Good,F,SI1,63.6,58.0,5.08,5.05,3.22,1406
20003,0.82,Premium,E,SI2,61.7,59.0,6.01,5.98,3.7,2861
20004,0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54,1448
20005,0.56,Ideal,F,VVS2,60.3,56.0,5.39,5.35,3.24,2318
20006,0.31,Good,G,VVS2,63.8,56.0,4.28,4.24,2.72,907
20007,0.52,Ideal,F,VS2,61.3,56.0,5.14,5.2,3.17,1451
20008,1.19,Very Good,J,SI1,60.0,57.0,6.93,6.89,4.15,5390
